customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges,no_phone_service,internetservice_none
9093-FPDLG,no,female,0,0,0,11,1,0,fiber_optic,0,1,1,1,0,1,month-to-month,1,electronic check,"{""monthly"": 94.2, ""total"": ""999.9""}",0,0
9094-AZPHK,no,female,0,0,0,15,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 100.15, ""total"": ""1415""}",0,0
9095-HFAFX,yes,female,0,0,0,5,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,credit card (automatic),"{""monthly"": 81.0, ""total"": ""389.6""}",0,0
9097-ZUBYC,no,male,0,1,0,14,1,0,dsl,0,0,0,1,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 48.8, ""total"": ""664.4""}",0,0
9099-FTUHS,no,female,0,0,0,23,1,1,dsl,1,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 54.4, ""total"": ""1249.25""}",0,0
9101-BWFSS,yes,female,0,1,0,50,1,1,fiber_optic,1,1,0,1,1,1,one year,0,electronic check,"{""monthly"": 108.55, ""total"": ""5610.7""}",0,0
9101-NTIXF,no,male,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 19.4, ""total"": ""50.6""}",0,1
9102-IAYHT,yes,female,0,1,1,17,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 85.45, ""total"": ""1451.6""}",0,0
9102-OXKFY,no,male,0,0,0,59,1,1,dsl,0,0,1,0,0,0,two year,0,credit card (automatic),"{""monthly"": 54.15, ""total"": ""3116.15""}",0,0
9103-CXVOK,no,male,0,1,1,1,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 19.75, ""total"": ""19.75""}",0,1
9103-TCIHJ,yes,female,0,0,0,15,1,1,dsl,1,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 55.7, ""total"": ""899.8""}",0,0
9107-UKCKY,no,male,0,1,0,61,1,1,dsl,0,1,1,0,1,1,one year,1,electronic check,"{""monthly"": 79.8, ""total"": ""4914.8""}",0,0
9108-EJFJP,no,female,0,1,0,1,1,0,dsl,1,1,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 53.55, ""total"": ""53.55""}",0,0
9108-EQPNQ,no,female,0,1,1,10,1,1,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 26.1, ""total"": ""225.55""}",0,1
9110-HSGTV,no,female,0,0,0,69,1,0,dsl,1,0,1,1,1,1,two year,1,credit card (automatic),"{""monthly"": 82.45, ""total"": ""5555.3""}",0,0
9112-WSNPU,no,female,1,0,0,35,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 70.55, ""total"": ""2419""}",0,0
9114-AAFQH,no,female,0,1,0,48,1,0,dsl,0,1,1,0,0,1,one year,1,electronic check,"{""monthly"": 65.65, ""total"": ""3094.65""}",0,0
9114-DPSIA,no,male,0,1,1,72,1,1,dsl,1,1,1,1,0,1,two year,0,credit card (automatic),"{""monthly"": 81.0, ""total"": ""5750""}",0,0
9114-VEPUF,no,male,0,1,0,62,1,1,fiber_optic,1,1,0,0,0,1,one year,0,electronic check,"{""monthly"": 96.1, ""total"": ""6001.45""}",0,0
9115-YQHGA,no,male,0,0,0,40,1,0,dsl,0,0,0,1,0,0,month-to-month,1,electronic check,"{""monthly"": 51.1, ""total"": ""2092.9""}",0,0
9117-SHLZX,yes,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 45.7, ""total"": ""45.7""}",0,0
9121-PHQSR,no,male,1,1,0,16,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,credit card (automatic),"{""monthly"": 85.05, ""total"": ""1391.15""}",0,0
9122-UMROB,no,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.3, ""total"": ""20.3""}",0,1
9124-LHCJQ,yes,female,0,0,0,1,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,mailed check,"{""monthly"": 85.45, ""total"": ""85.45""}",0,0
9127-FHJBZ,no,male,0,1,1,72,1,1,fiber_optic,1,1,1,1,1,1,two year,1,electronic check,"{""monthly"": 114.0, ""total"": ""8093.15""}",0,0
9127-QRZMH,no,male,0,1,0,44,1,0,dsl,1,1,0,1,0,0,one year,1,bank transfer (automatic),"{""monthly"": 59.85, ""total"": ""2603.95""}",0,0
9128-CPXKI,no,female,0,0,0,59,1,0,fiber_optic,0,0,1,0,1,1,two year,0,electronic check,"{""monthly"": 95.8, ""total"": ""5655.45""}",0,0
9129-UXERG,no,female,1,0,0,18,1,1,fiber_optic,0,1,0,1,1,1,month-to-month,1,credit card (automatic),"{""monthly"": 103.6, ""total"": ""1806.35""}",0,0
9133-AYJZG,no,female,0,0,0,23,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,credit card (automatic),"{""monthly"": 98.7, ""total"": ""2249.1""}",0,0
9134-CEQMF,yes,male,1,1,0,7,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 89.5, ""total"": ""676.7""}",0,0
9134-WYRVP,no,male,0,0,0,51,1,0,fiber_optic,1,0,0,0,1,0,one year,0,mailed check,"{""monthly"": 86.35, ""total"": ""4267.15""}",0,0
9135-HSWOC,no,male,0,1,1,64,1,0,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),"{""monthly"": 19.7, ""total"": ""1274.05""}",0,1
9135-MGVPY,no,male,0,1,0,69,1,0,dsl,1,1,1,1,1,1,two year,1,mailed check,"{""monthly"": 84.7, ""total"": ""5878.9""}",0,0
9136-ALYBR,yes,male,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 24.45, ""total"": ""24.45""}",1,0
9137-NOQKA,no,male,1,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 19.2, ""total"": ""37.2""}",0,1
9137-UIYPG,no,female,0,1,1,35,1,0,fiber_optic,1,0,1,1,1,1,month-to-month,1,electronic check,"{""monthly"": 106.9, ""total"": ""3756.45""}",0,0
9138-EFSMO,no,male,0,1,1,26,1,0,fiber_optic,0,0,0,0,0,1,one year,0,bank transfer (automatic),"{""monthly"": 78.95, ""total"": ""2034.25""}",0,0
9139-TWBAS,no,female,0,1,0,26,0,0,dsl,1,1,1,0,1,0,one year,0,bank transfer (automatic),"{""monthly"": 47.85, ""total"": ""1190.5""}",1,0
9139-WQQDY,yes,female,0,1,1,49,1,1,fiber_optic,0,1,0,0,1,1,one year,0,mailed check,"{""monthly"": 100.45, ""total"": ""4941.8""}",0,0
9140-CZQZZ,no,female,0,1,0,68,1,0,dsl,1,1,0,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 79.6, ""total"": ""5515.8""}",0,0
9142-KZXOP,no,male,0,0,0,44,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,credit card (automatic),"{""monthly"": 68.85, ""total"": ""2958.95""}",0,0
9142-XMYJH,no,female,0,0,0,29,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card (automatic),"{""monthly"": 19.35, ""total"": ""601.6""}",0,1
9143-CANJF,no,female,0,1,1,24,1,0,dsl,1,0,0,1,0,0,month-to-month,0,electronic check,"{""monthly"": 55.15, ""total"": ""1319.85""}",0,0
9146-JRIOX,no,female,0,1,1,14,1,1,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 25.55, ""total"": ""372.45""}",0,1
9150-HEPMB,no,male,0,0,0,56,1,0,dsl,1,0,1,0,0,0,one year,0,mailed check,"{""monthly"": 52.7, ""total"": ""3019.7""}",0,0
9150-KPBJQ,no,female,0,0,0,6,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 19.65, ""total"": ""116.85""}",0,1
9152-AMKAK,no,male,0,0,0,6,1,0,dsl,1,0,1,1,1,1,two year,1,mailed check,"{""monthly"": 80.25, ""total"": ""493.4""}",0,0
9153-BTBVV,no,female,0,1,0,71,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 25.0, ""total"": ""1753""}",0,1
9154-QDGTH,no,male,0,1,1,43,1,1,fiber_optic,0,0,1,1,1,1,one year,1,credit card (automatic),"{""monthly"": 104.3, ""total"": ""4451.85""}",0,0
9158-VCTQB,yes,female,0,1,0,41,1,1,fiber_optic,1,1,1,1,1,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 113.6, ""total"": ""4594.95""}",0,0
9162-MVWXH,nan,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 45.7, ""total"": ""45.7""}",0,0
9163-GHAYE,no,female,0,0,0,15,1,0,dsl,0,1,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 48.85, ""total"": ""736.8""}",0,0
9167-APMXZ,no,female,0,0,0,22,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 84.15, ""total"": ""1821.95""}",0,0
9168-INPSZ,no,female,1,1,0,44,1,1,fiber_optic,0,0,1,1,1,1,month-to-month,0,electronic check,"{""monthly"": 104.15, ""total"": ""4495.65""}",0,0
9169-BSVIN,no,male,0,0,0,12,1,1,dsl,0,0,1,0,1,1,month-to-month,0,bank transfer (automatic),"{""monthly"": 74.75, ""total"": ""827.05""}",0,0
9170-ARBTB,no,female,0,1,1,52,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),"{""monthly"": 19.6, ""total"": ""1012.4""}",0,1
9170-CCKOU,yes,male,0,1,0,17,1,1,fiber_optic,1,1,1,0,0,0,month-to-month,0,credit card (automatic),"{""monthly"": 90.2, ""total"": ""1454.15""}",0,0
9170-GYZJC,yes,female,0,1,1,41,1,1,dsl,1,1,1,1,0,1,month-to-month,0,credit card (automatic),"{""monthly"": 79.9, ""total"": ""3326.2""}",0,0
9172-ANCRX,yes,female,0,0,0,10,1,1,fiber_optic,1,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 98.7, ""total"": ""973.25""}",0,0
9172-JITSM,yes,female,0,1,1,26,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 90.8, ""total"": ""2361.8""}",0,0
9173-IVZVP,no,female,0,1,1,53,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 20.9, ""total"": ""1146.05""}",0,1
9174-FKWZE,yes,female,1,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 19.45, ""total"": ""19.45""}",0,1
9174-IHETN,no,female,0,0,1,50,1,0,fiber_optic,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 70.35, ""total"": ""3533.6""}",0,0
9178-JHUVJ,no,male,0,1,1,24,1,1,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),"{""monthly"": 24.1, ""total"": ""587.4""}",0,1
9182-EFTQG,nan,female,0,1,1,41,1,1,dsl,1,1,1,0,1,0,one year,1,credit card (automatic),"{""monthly"": 78.35, ""total"": ""3211.2""}",0,0
9184-GALIL,no,female,0,1,1,38,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.45, ""total"": ""781.25""}",0,1
9185-TQCVP,yes,male,0,1,0,14,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 85.15, ""total"": ""1139.2""}",0,0
9189-JWSHV,yes,female,1,1,0,24,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 93.55, ""total"": ""2264.05""}",0,0
9190-MFJLN,yes,male,1,0,0,19,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,1,credit card (automatic),"{""monthly"": 95.9, ""total"": ""1777.9""}",0,0
9191-MYQKX,yes,female,0,1,0,7,1,0,fiber_optic,0,0,1,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 75.15, ""total"": ""496.9""}",0,0
9194-GFVOI,no,female,0,1,0,42,1,1,dsl,1,0,1,1,1,1,two year,0,credit card (automatic),"{""monthly"": 84.35, ""total"": ""3571.6""}",0,0
9199-PWQVC,no,female,0,1,0,63,1,1,dsl,1,1,0,0,1,1,one year,1,credit card (automatic),"{""monthly"": 79.7, ""total"": ""4786.15""}",0,0
9200-NLNPD,no,male,0,1,0,56,0,0,dsl,0,0,1,1,1,1,one year,1,bank transfer (automatic),"{""monthly"": 54.05, ""total"": ""2959.8""}",1,0
9206-GVPEQ,yes,male,0,1,0,13,0,0,dsl,1,0,0,1,1,1,month-to-month,1,electronic check,"{""monthly"": 54.45, ""total"": ""706.85""}",1,0
9207-ZPANB,no,male,0,0,0,37,1,1,dsl,1,1,1,1,0,0,one year,0,electronic check,"{""monthly"": 67.45, ""total"": ""2443.3""}",0,0
9208-OLGAQ,no,female,1,0,0,18,1,0,fiber_optic,0,0,1,0,0,1,month-to-month,1,electronic check,"{""monthly"": 84.95, ""total"": ""1443.65""}",0,0
9209-NWPGU,no,male,0,0,0,44,1,0,dsl,1,0,0,1,1,0,one year,0,electronic check,"{""monthly"": 65.4, ""total"": ""2774.55""}",0,0
9210-IAHGH,yes,female,0,0,0,7,1,0,dsl,0,0,0,1,1,1,month-to-month,1,credit card (automatic),"{""monthly"": 70.75, ""total"": ""450.8""}",0,0
9214-EKVXR,no,female,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 44.0, ""total"": ""44""}",0,0
9218-TUMIQ,nan,female,0,1,1,62,1,0,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 100.15, ""total"": ""6283.3""}",0,0
9220-CXRSC,no,female,0,1,1,69,1,1,dsl,1,0,0,1,0,0,two year,0,credit card (automatic),"{""monthly"": 61.4, ""total"": ""4059.85""}",0,0
9220-ZNKJI,no,female,1,1,0,55,1,0,fiber_optic,0,0,1,1,1,0,two year,0,credit card (automatic),"{""monthly"": 88.8, ""total"": ""4805.3""}",0,0
9221-OTIVJ,yes,female,1,0,0,14,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 104.85, ""total"": ""1531.4""}",0,0
9223-UCPVT,yes,female,0,0,0,1,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,0,electronic check,"{""monthly"": 94.4, ""total"": ""94.4""}",0,0
9224-VTYID,no,male,0,1,1,47,1,1,dsl,1,1,1,1,1,1,two year,1,mailed check,"{""monthly"": 90.5, ""total"": ""4318.35""}",0,0
9225-BZLNZ,no,male,0,1,0,72,1,1,dsl,1,1,1,0,1,1,two year,1,electronic check,"{""monthly"": 85.25, ""total"": ""6083.1""}",0,0
9227-LUNBG,yes,female,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 24.6, ""total"": ""24.6""}",1,0
9227-UAQFT,no,male,0,0,0,16,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 19.75, ""total"": ""284.35""}",0,1
9227-YBAXE,no,female,0,1,1,65,1,1,dsl,1,1,0,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 82.5, ""total"": ""5215.1""}",0,0
9228-KNQVN,nan,female,0,1,0,59,1,1,fiber_optic,1,1,1,1,0,1,one year,1,credit card (automatic),"{""monthly"": 107.0, ""total"": ""6152.3""}",0,0
9229-RQABD,no,male,0,0,0,18,1,1,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 23.75, ""total"": ""424.5""}",0,1
9231-ZJYAM,yes,female,1,0,0,4,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 78.85, ""total"": ""292.8""}",0,0
9233-PSYHO,no,female,1,0,0,45,1,1,fiber_optic,0,0,1,0,1,1,one year,1,bank transfer (automatic),"{""monthly"": 100.15, ""total"": ""4459.8""}",0,0
9236-NDUCW,no,female,0,0,0,21,0,0,dsl,1,0,0,1,0,0,two year,0,mailed check,"{""monthly"": 35.1, ""total"": ""770.4""}",1,0
9237-HQITU,yes,female,0,0,0,2,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 70.7, ""total"": ""151.65""}",0,0
9239-GZHZE,no,female,0,1,0,72,1,1,fiber_optic,1,1,1,1,1,1,two year,1,credit card (automatic),"{""monthly"": 113.65, ""total"": ""8124.2""}",0,0
9239-YGYBO,nan,female,0,1,1,13,1,0,dsl,1,0,0,1,0,0,one year,0,bank transfer (automatic),"{""monthly"": 54.15, ""total"": ""701.05""}",0,0
9239-ZBZZV,yes,female,0,0,0,6,0,0,dsl,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 47.95, ""total"": ""305.1""}",1,0
9242-TKFSV,no,male,0,1,1,72,0,0,dsl,1,1,1,1,1,1,two year,1,credit card (automatic),"{""monthly"": 65.1, ""total"": ""4754.3""}",1,0
9243-TUYBL,nan,male,1,1,0,28,1,1,fiber_optic,0,1,0,1,1,1,month-to-month,1,electronic check,"{""monthly"": 105.8, ""total"": ""2998""}",0,0
9244-ZVAPM,no,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 45.6, ""total"": ""45.6""}",0,0
9248-OJYKK,yes,male,1,0,0,1,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 76.45, ""total"": ""76.45""}",0,0
9249-FXSCK,yes,female,0,0,0,52,1,1,fiber_optic,1,1,0,1,1,1,one year,1,credit card (automatic),"{""monthly"": 111.25, ""total"": ""5916.45""}",0,0
9250-WYPLL,yes,female,0,0,0,5,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 75.55, ""total"": ""413.65""}",0,0
9251-AWQGT,no,female,0,1,1,48,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 20.0, ""total"": ""935.9""}",0,1
9251-WNSOD,no,female,0,1,0,67,1,1,dsl,1,1,1,0,0,1,one year,0,mailed check,"{""monthly"": 75.1, ""total"": ""5064.45""}",0,0
9253-QXKBE,yes,male,1,1,0,29,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 94.45, ""total"": ""2653.65""}",0,0
9253-VIFJQ,no,male,0,1,0,65,1,1,dsl,1,1,1,0,0,0,one year,0,credit card (automatic),"{""monthly"": 67.05, ""total"": ""4309.55""}",0,0
9254-RBFON,yes,female,0,1,1,17,1,0,fiber_optic,0,0,1,1,1,1,one year,0,bank transfer (automatic),"{""monthly"": 98.6, ""total"": ""1704.95""}",0,0
9256-JTBNZ,no,female,0,0,0,11,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 20.3, ""total"": ""246.3""}",0,1
9257-AZMTZ,no,female,0,1,1,52,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 20.1, ""total"": ""1078.75""}",0,1
9258-CNWAC,no,female,0,1,1,71,1,1,fiber_optic,1,1,1,1,1,1,two year,0,credit card (automatic),"{""monthly"": 113.65, ""total"": ""8166.8""}",0,0
9259-PACGQ,yes,female,0,1,0,34,1,1,dsl,1,1,0,1,0,0,month-to-month,0,electronic check,"{""monthly"": 62.65, ""total"": ""2274.9""}",0,0
9261-WDCAF,no,male,0,0,0,3,1,0,dsl,0,0,0,0,0,1,month-to-month,0,mailed check,"{""monthly"": 54.65, ""total"": ""189.1""}",0,0
9269-CQOOL,yes,male,0,0,1,3,1,0,dsl,0,0,0,0,1,0,month-to-month,1,credit card (automatic),"{""monthly"": 54.7, ""total"": ""169.45""}",0,0
9272-LSVYH,no,male,0,0,0,10,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 70.15, ""total"": ""735.5""}",0,0
9274-CNFMO,yes,male,1,1,0,4,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 74.95, ""total"": ""308.7""}",0,0
9274-UARKJ,no,female,0,0,0,15,1,0,fiber_optic,0,1,0,0,1,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 83.2, ""total"": ""1130""}",0,0
9277-JOOMO,no,female,0,0,0,3,1,1,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 24.6, ""total"": ""86.35""}",0,1
9278-VZKCD,no,female,1,1,0,52,1,1,fiber_optic,1,1,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 109.1, ""total"": ""5647.95""}",0,0
9279-CJEOJ,no,female,1,0,0,21,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 95.4, ""total"": ""2025.1""}",0,0
9281-CEDRU,no,female,0,1,0,68,1,0,dsl,0,1,0,1,1,0,two year,0,bank transfer (automatic),"{""monthly"": 64.1, ""total"": ""4326.25""}",0,0
9281-OFDMF,no,male,1,0,0,39,1,1,fiber_optic,0,1,0,0,0,1,month-to-month,0,electronic check,"{""monthly"": 90.7, ""total"": ""3413.25""}",0,0
9281-PKKZE,no,female,0,1,0,46,0,0,dsl,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 43.95, ""total"": ""2007.85""}",1,0
9282-IZGQK,yes,female,0,0,0,1,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 85.0, ""total"": ""85""}",0,0
9283-LZQOH,yes,male,0,1,1,13,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,credit card (automatic),"{""monthly"": 74.4, ""total"": ""896.75""}",0,0
9286-BHDQG,no,male,0,1,1,72,0,0,dsl,1,1,1,1,0,0,two year,0,credit card (automatic),"{""monthly"": 45.25, ""total"": ""3139.8""}",1,0
9286-DOJGF,yes,female,1,1,0,38,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 74.95, ""total"": ""2869.85""}",0,0
9289-LBQVU,no,male,0,1,0,64,1,1,dsl,0,1,0,1,0,1,one year,1,mailed check,"{""monthly"": 70.15, ""total"": ""4480.7""}",0,0
9290-SHCMB,no,female,1,0,0,13,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 96.85, ""total"": ""1235.55""}",0,0
9294-TDIPC,no,male,0,0,1,5,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.2, ""total"": ""83.75""}",0,1
9297-EONCV,no,female,0,0,0,72,1,1,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 91.35, ""total"": ""6697.2""}",0,0
9297-FVVDH,no,female,0,1,1,57,1,1,dsl,1,0,1,1,1,1,two year,1,electronic check,"{""monthly"": 84.5, ""total"": ""4845.4""}",0,0
9298-WGMRW,no,female,0,1,0,72,1,1,fiber_optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 115.5, ""total"": ""8312.75""}",0,0
9300-AGZNL,yes,male,1,0,0,1,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 94.0, ""total"": ""94""}",0,0
9300-RENDD,yes,male,0,0,0,1,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 79.95, ""total"": ""79.95""}",0,0
9305-CDSKC,yes,female,0,0,0,8,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 99.65, ""total"": ""820.5""}",0,0
9306-CPCBC,yes,female,0,0,0,3,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 74.25, ""total"": ""210.3""}",0,0
9308-ANMVE,no,male,0,0,1,47,1,0,dsl,1,1,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 55.3, ""total"": ""2654.05""}",0,0
9309-BZGNT,no,male,1,1,0,69,0,0,dsl,0,0,1,0,0,0,one year,1,credit card (automatic),"{""monthly"": 29.8, ""total"": ""2134.3""}",1,0
9313-CDOGY,no,male,0,1,1,38,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 19.6, ""total"": ""717.3""}",0,1
9313-QOLTZ,no,male,0,0,0,26,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.9, ""total"": ""518.3""}",0,1
9314-IJWSQ,no,female,0,1,1,14,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 84.8, ""total"": ""1203.9""}",0,0
9314-QDMDW,no,male,0,0,0,11,1,0,dsl,0,1,0,0,1,0,one year,1,electronic check,"{""monthly"": 61.25, ""total"": ""729.95""}",0,0
9317-WZPGV,yes,female,1,0,0,2,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 79.75, ""total"": ""159.4""}",0,0
9318-NKNFC,yes,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 18.85, ""total"": ""18.85""}",0,1
9323-HGFWY,no,female,0,1,0,27,1,0,fiber_optic,1,0,0,1,1,1,one year,1,credit card (automatic),"{""monthly"": 101.9, ""total"": ""2681.15""}",0,0
9327-QSDED,no,male,0,0,0,8,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 43.55, ""total"": ""335.4""}",0,0
9330-DHBFL,no,female,0,1,1,23,1,0,dsl,1,1,1,1,0,0,one year,1,mailed check,"{""monthly"": 66.25, ""total"": ""1533.8""}",0,0
9330-IJWIO,yes,female,0,0,0,13,1,1,fiber_optic,1,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 100.35, ""total"": ""1358.85""}",0,0
9330-VOFSZ,no,female,0,1,0,60,1,1,fiber_optic,0,1,1,1,1,1,two year,1,credit card (automatic),"{""monthly"": 110.8, ""total"": ""6640.7""}",0,0
9332-GYWLO,no,female,0,1,1,6,1,0,dsl,0,0,0,0,1,0,month-to-month,0,electronic check,"{""monthly"": 54.85, ""total"": ""355.1""}",0,0
9334-GWGOW,no,male,1,1,0,7,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 74.85, ""total"": ""485.25""}",0,0
9337-SRRNI,no,male,0,0,1,66,1,1,no,0,0,0,0,0,0,two year,1,credit card (automatic),"{""monthly"": 25.3, ""total"": ""1673.8""}",0,1
9339-FIIJL,no,male,0,1,0,72,1,1,dsl,0,1,1,1,1,1,two year,0,bank transfer (automatic),"{""monthly"": 85.95, ""total"": ""6151.9""}",0,0
9342-VNIMQ,no,male,0,0,0,33,1,1,dsl,0,1,0,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 54.65, ""total"": ""1665.2""}",0,0
9347-AERRL,no,male,0,1,0,23,1,0,no,0,0,0,0,0,0,one year,0,credit card (automatic),"{""monthly"": 19.3, ""total"": ""486.2""}",0,1
9348-ROUAI,no,female,0,1,1,59,1,1,dsl,1,1,1,1,1,1,two year,0,credit card (automatic),"{""monthly"": 90.3, ""total"": ""5194.05""}",0,0
9348-YVOMK,no,male,0,0,0,4,1,0,dsl,0,0,0,0,0,0,month-to-month,1,credit card (automatic),"{""monthly"": 44.8, ""total"": ""176.2""}",0,0
9350-VLHMB,no,male,0,1,1,67,1,1,fiber_optic,0,1,0,0,0,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 89.55, ""total"": ""6373.1""}",0,0
9350-ZXYJC,no,female,0,0,0,4,1,1,no,0,0,0,0,0,0,two year,1,credit card (automatic),"{""monthly"": 25.3, ""total"": ""116.95""}",0,1
